id,offer_id,event_id,gender,age,income,reward,difficulty,reg_month
822,3,3,2.0,55,47000.0,5.0,5.0,1
822,5,3,2.0,55,47000.0,3.0,7.0,1
822,9,4,2.0,55,47000.0,2.0,10.0,1
823,2,2,2.0,39,90000.0,0.0,0.0,7
823,6,3,2.0,39,90000.0,2.0,10.0,7
823,7,2,2.0,39,90000.0,0.0,0.0,7
823,9,3,2.0,39,90000.0,2.0,10.0,7
824,1,2,1.0,50,42000.0,10.0,10.0,11
824,6,2,1.0,50,42000.0,2.0,10.0,11
824,7,2,1.0,50,42000.0,0.0,0.0,11
824,8,2,1.0,50,42000.0,5.0,5.0,11
824,9,2,1.0,50,42000.0,2.0,10.0,11
825,1,2,,118,,10.0,10.0,10
825,6,3,,118,,2.0,10.0,10
825,8,0,,118,,5.0,5.0,10
826,0,2,1.0,56,32000.0,10.0,10.0,3
826,3,2,1.0,56,32000.0,5.0,5.0,3
826,5,2,1.0,56,32000.0,3.0,7.0,3
826,6,2,1.0,56,32000.0,2.0,10.0,3
826,9,0,1.0,56,32000.0,2.0,10.0,3
827,3,3,1.0,59,86000.0,5.0,5.0,10
827,4,4,1.0,59,86000.0,5.0,20.0,10
827,6,3,1.0,59,86000.0,2.0,10.0,10
828,1,2,1.0,60,92000.0,10.0,10.0,5
828,3,3,1.0,60,92000.0,5.0,5.0,5
828,6,2,1.0,60,92000.0,2.0,10.0,5
828,8,2,1.0,60,92000.0,5.0,5.0,5
829,2,0,2.0,58,77000.0,0.0,0.0,9
829,3,4,2.0,58,77000.0,5.0,5.0,9
829,9,3,2.0,58,77000.0,2.0,10.0,9
830,0,3,2.0,64,33000.0,10.0,10.0,10
830,4,0,2.0,64,33000.0,5.0,20.0,10
830,5,4,2.0,64,33000.0,3.0,7.0,10
830,6,3,2.0,64,33000.0,2.0,10.0,10
830,7,2,2.0,64,33000.0,0.0,0.0,10
831,2,0,1.0,56,49000.0,0.0,0.0,7
831,7,2,1.0,56,49000.0,0.0,0.0,7
832,0,1,1.0,77,73000.0,10.0,10.0,11
832,3,1,1.0,77,73000.0,5.0,5.0,11
832,5,1,1.0,77,73000.0,3.0,7.0,11
832,7,1,1.0,77,73000.0,0.0,0.0,11
832,9,1,1.0,77,73000.0,2.0,10.0,11
833,0,3,2.0,69,74000.0,10.0,10.0,11
833,1,3,2.0,69,74000.0,10.0,10.0,11
833,2,0,2.0,69,74000.0,0.0,0.0,11
833,5,3,2.0,69,74000.0,3.0,7.0,11
833,9,0,2.0,69,74000.0,2.0,10.0,11
834,4,4,1.0,62,92000.0,5.0,20.0,11
834,6,3,1.0,62,92000.0,2.0,10.0,11
835,2,2,1.0,79,71000.0,0.0,0.0,3
835,6,3,1.0,79,71000.0,2.0,10.0,3
835,7,2,1.0,79,71000.0,0.0,0.0,3
835,8,3,1.0,79,71000.0,5.0,5.0,3
835,9,3,1.0,79,71000.0,2.0,10.0,3
836,0,2,2.0,53,31000.0,10.0,10.0,8
836,1,2,2.0,53,31000.0,10.0,10.0,8
836,3,4,2.0,53,31000.0,5.0,5.0,8
836,7,2,2.0,53,31000.0,0.0,0.0,8
836,9,4,2.0,53,31000.0,2.0,10.0,8
837,0,4,1.0,64,60000.0,10.0,10.0,4
837,4,4,1.0,64,60000.0,5.0,20.0,4
837,5,3,1.0,64,60000.0,3.0,7.0,4
837,6,3,1.0,64,60000.0,2.0,10.0,4
837,9,3,1.0,64,60000.0,2.0,10.0,4
838,0,3,2.0,49,52000.0,10.0,10.0,6
838,4,3,2.0,49,52000.0,5.0,20.0,6
838,6,3,2.0,49,52000.0,2.0,10.0,6
838,7,0,2.0,49,52000.0,0.0,0.0,6
839,5,3,2.0,55,58000.0,3.0,7.0,6
839,9,3,2.0,55,58000.0,2.0,10.0,6
840,2,2,2.0,38,60000.0,0.0,0.0,8
840,4,4,2.0,38,60000.0,5.0,20.0,8
840,6,4,2.0,38,60000.0,2.0,10.0,8
840,7,2,2.0,38,60000.0,0.0,0.0,8
840,8,3,2.0,38,60000.0,5.0,5.0,8
841,1,1,2.0,64,88000.0,10.0,10.0,6
841,6,1,2.0,64,88000.0,2.0,10.0,6
841,7,1,2.0,64,88000.0,0.0,0.0,6
841,9,1,2.0,64,88000.0,2.0,10.0,6
842,0,4,1.0,50,113000.0,10.0,10.0,10
842,1,3,1.0,50,113000.0,10.0,10.0,10
842,6,3,1.0,50,113000.0,2.0,10.0,10
842,7,0,1.0,50,113000.0,0.0,0.0,10
842,8,2,1.0,50,113000.0,5.0,5.0,10
843,3,0,2.0,47,40000.0,5.0,5.0,11
843,4,0,2.0,47,40000.0,5.0,20.0,11
843,8,2,2.0,47,40000.0,5.0,5.0,11
843,9,0,2.0,47,40000.0,2.0,10.0,11
844,1,3,2.0,83,69000.0,10.0,10.0,3
844,9,3,2.0,83,69000.0,2.0,10.0,3
845,0,2,1.0,56,57000.0,10.0,10.0,4
845,5,3,1.0,56,57000.0,3.0,7.0,4
845,8,2,1.0,56,57000.0,5.0,5.0,4
846,1,2,,118,,10.0,10.0,11
846,2,2,,118,,0.0,0.0,11
846,4,0,,118,,5.0,20.0,11
846,6,2,,118,,2.0,10.0,11
847,2,2,2.0,44,71000.0,0.0,0.0,6
847,7,2,2.0,44,71000.0,0.0,0.0,6
848,1,2,2.0,22,51000.0,10.0,10.0,8
848,4,0,2.0,22,51000.0,5.0,20.0,8
848,5,2,2.0,22,51000.0,3.0,7.0,8
848,7,2,2.0,22,51000.0,0.0,0.0,8
849,5,2,1.0,42,33000.0,3.0,7.0,5
849,6,3,1.0,42,33000.0,2.0,10.0,5
849,7,2,1.0,42,33000.0,0.0,0.0,5
850,2,0,1.0,48,39000.0,0.0,0.0,6
850,4,0,1.0,48,39000.0,5.0,20.0,6
850,5,2,1.0,48,39000.0,3.0,7.0,6
850,6,2,1.0,48,39000.0,2.0,10.0,6
850,8,2,1.0,48,39000.0,5.0,5.0,6
850,9,0,1.0,48,39000.0,2.0,10.0,6
851,1,2,1.0,33,54000.0,10.0,10.0,5
851,2,0,1.0,33,54000.0,0.0,0.0,5
851,4,0,1.0,33,54000.0,5.0,20.0,5
851,6,3,1.0,33,54000.0,2.0,10.0,5
852,0,3,2.0,83,58000.0,10.0,10.0,8
852,7,2,2.0,83,58000.0,0.0,0.0,8
853,3,0,,118,,5.0,5.0,4
853,4,0,,118,,5.0,20.0,4
853,5,2,,118,,3.0,7.0,4
853,6,2,,118,,2.0,10.0,4
853,7,2,,118,,0.0,0.0,4
854,0,2,1.0,34,72000.0,10.0,10.0,6
854,1,3,1.0,34,72000.0,10.0,10.0,6
854,2,0,1.0,34,72000.0,0.0,0.0,6
854,8,3,1.0,34,72000.0,5.0,5.0,6
855,0,2,2.0,29,39000.0,10.0,10.0,5
855,1,2,2.0,29,39000.0,10.0,10.0,5
855,2,0,2.0,29,39000.0,0.0,0.0,5
855,4,0,2.0,29,39000.0,5.0,20.0,5
855,8,0,2.0,29,39000.0,5.0,5.0,5
856,2,2,1.0,68,52000.0,0.0,0.0,3
856,6,3,1.0,68,52000.0,2.0,10.0,3
856,9,3,1.0,68,52000.0,2.0,10.0,3
857,4,0,2.0,21,31000.0,5.0,20.0,11
857,7,2,2.0,21,31000.0,0.0,0.0,11
857,8,2,2.0,21,31000.0,5.0,5.0,11
858,1,3,2.0,62,74000.0,10.0,10.0,11
858,3,3,2.0,62,74000.0,5.0,5.0,11
858,4,0,2.0,62,74000.0,5.0,20.0,11
859,3,2,1.0,46,75000.0,5.0,5.0,11
859,6,2,1.0,46,75000.0,2.0,10.0,11
859,7,2,1.0,46,75000.0,0.0,0.0,11
860,0,3,2.0,70,67000.0,10.0,10.0,10
860,3,4,2.0,70,67000.0,5.0,5.0,10
860,7,2,2.0,70,67000.0,0.0,0.0,10
860,8,3,2.0,70,67000.0,5.0,5.0,10
861,2,0,1.0,40,42000.0,0.0,0.0,9
861,4,0,1.0,40,42000.0,5.0,20.0,9
861,6,3,1.0,40,42000.0,2.0,10.0,9
861,9,0,1.0,40,42000.0,2.0,10.0,9
862,1,0,,118,,10.0,10.0,10
862,7,0,,118,,0.0,0.0,10
862,7,0,,118,,0.0,0.0,10
863,2,2,1.0,77,49000.0,0.0,0.0,12
863,3,0,1.0,77,49000.0,5.0,5.0,12
863,9,3,1.0,77,49000.0,2.0,10.0,12
864,0,2,1.0,30,53000.0,10.0,10.0,6
864,2,2,1.0,30,53000.0,0.0,0.0,6
864,4,0,1.0,30,53000.0,5.0,20.0,6
864,6,0,1.0,30,53000.0,2.0,10.0,6
864,8,2,1.0,30,53000.0,5.0,5.0,6
865,1,3,2.0,76,109000.0,10.0,10.0,7
865,4,0,2.0,76,109000.0,5.0,20.0,7
865,6,3,2.0,76,109000.0,2.0,10.0,7
865,7,2,2.0,76,109000.0,0.0,0.0,7
866,2,0,1.0,53,116000.0,0.0,0.0,9
866,3,4,1.0,53,116000.0,5.0,5.0,9
866,4,4,1.0,53,116000.0,5.0,20.0,9
866,5,3,1.0,53,116000.0,3.0,7.0,9
866,8,3,1.0,53,116000.0,5.0,5.0,9
866,9,4,1.0,53,116000.0,2.0,10.0,9
867,0,2,1.0,42,50000.0,10.0,10.0,1
867,3,0,1.0,42,50000.0,5.0,5.0,1
867,6,2,1.0,42,50000.0,2.0,10.0,1
867,9,0,1.0,42,50000.0,2.0,10.0,1
868,1,3,1.0,19,34000.0,10.0,10.0,1
868,3,4,1.0,19,34000.0,5.0,5.0,1
868,4,0,1.0,19,34000.0,5.0,20.0,1
868,8,2,1.0,19,34000.0,5.0,5.0,1
869,2,2,2.0,100,118000.0,0.0,0.0,9
869,6,3,2.0,100,118000.0,2.0,10.0,9
869,8,3,2.0,100,118000.0,5.0,5.0,9
869,9,3,2.0,100,118000.0,2.0,10.0,9
870,1,3,1.0,72,53000.0,10.0,10.0,6
870,5,3,1.0,72,53000.0,3.0,7.0,6
870,7,2,1.0,72,53000.0,0.0,0.0,6
870,9,3,1.0,72,53000.0,2.0,10.0,6
871,0,2,2.0,20,39000.0,10.0,10.0,12
871,3,2,2.0,20,39000.0,5.0,5.0,12
871,4,0,2.0,20,39000.0,5.0,20.0,12
871,8,2,2.0,20,39000.0,5.0,5.0,12
871,9,2,2.0,20,39000.0,2.0,10.0,12
872,0,2,1.0,58,33000.0,10.0,10.0,4
872,2,0,1.0,58,33000.0,0.0,0.0,4
872,3,0,1.0,58,33000.0,5.0,5.0,4
872,7,2,1.0,58,33000.0,0.0,0.0,4
872,8,2,1.0,58,33000.0,5.0,5.0,4
873,2,2,2.0,71,89000.0,0.0,0.0,11
873,6,3,2.0,71,89000.0,2.0,10.0,11
873,7,2,2.0,71,89000.0,0.0,0.0,11
873,9,4,2.0,71,89000.0,2.0,10.0,11
874,0,1,1.0,85,95000.0,10.0,10.0,7
874,1,1,1.0,85,95000.0,10.0,10.0,7
874,4,1,1.0,85,95000.0,5.0,20.0,7
874,6,1,1.0,85,95000.0,2.0,10.0,7
874,9,1,1.0,85,95000.0,2.0,10.0,7
875,0,3,1.0,53,92000.0,10.0,10.0,11
875,3,3,1.0,53,92000.0,5.0,5.0,11
875,5,3,1.0,53,92000.0,3.0,7.0,11
875,8,3,1.0,53,92000.0,5.0,5.0,11
876,0,2,1.0,51,61000.0,10.0,10.0,3
876,4,4,1.0,51,61000.0,5.0,20.0,3
876,6,3,1.0,51,61000.0,2.0,10.0,3
876,7,2,1.0,51,61000.0,0.0,0.0,3
876,9,3,1.0,51,61000.0,2.0,10.0,3
877,2,2,1.0,40,70000.0,0.0,0.0,7
877,5,2,1.0,40,70000.0,3.0,7.0,7
877,8,3,1.0,40,70000.0,5.0,5.0,7
878,0,3,1.0,45,82000.0,10.0,10.0,4
878,2,2,1.0,45,82000.0,0.0,0.0,4
878,4,3,1.0,45,82000.0,5.0,20.0,4
878,8,3,1.0,45,82000.0,5.0,5.0,4
878,9,3,1.0,45,82000.0,2.0,10.0,4
879,0,4,1.0,40,99000.0,10.0,10.0,12
879,1,2,1.0,40,99000.0,10.0,10.0,12
879,4,0,1.0,40,99000.0,5.0,20.0,12
879,5,3,1.0,40,99000.0,3.0,7.0,12
880,0,3,2.0,81,33000.0,10.0,10.0,8
880,5,3,2.0,81,33000.0,3.0,7.0,8
880,7,2,2.0,81,33000.0,0.0,0.0,8
880,8,3,2.0,81,33000.0,5.0,5.0,8
881,0,2,,118,,10.0,10.0,11
881,1,2,,118,,10.0,10.0,11
881,3,2,,118,,5.0,5.0,11
881,4,0,,118,,5.0,20.0,11
881,5,2,,118,,3.0,7.0,11
882,2,2,1.0,53,100000.0,0.0,0.0,7
882,3,2,1.0,53,100000.0,5.0,5.0,7
882,4,3,1.0,53,100000.0,5.0,20.0,7
882,7,2,1.0,53,100000.0,0.0,0.0,7
883,0,3,1.0,49,79000.0,10.0,10.0,1
883,4,3,1.0,49,79000.0,5.0,20.0,1
883,5,3,1.0,49,79000.0,3.0,7.0,1
883,8,3,1.0,49,79000.0,5.0,5.0,1
884,1,3,1.0,58,31000.0,10.0,10.0,9
884,6,3,1.0,58,31000.0,2.0,10.0,9
884,8,3,1.0,58,31000.0,5.0,5.0,9
884,9,3,1.0,58,31000.0,2.0,10.0,9
885,2,0,2.0,52,46000.0,0.0,0.0,10
885,3,3,2.0,52,46000.0,5.0,5.0,10
885,8,3,2.0,52,46000.0,5.0,5.0,10
886,2,1,2.0,43,63000.0,0.0,0.0,8
886,3,1,2.0,43,63000.0,5.0,5.0,8
886,6,1,2.0,43,63000.0,2.0,10.0,8
886,7,0,2.0,43,63000.0,0.0,0.0,8
887,1,2,,118,,10.0,10.0,2
887,6,3,,118,,2.0,10.0,2
887,7,2,,118,,0.0,0.0,2
887,8,2,,118,,5.0,5.0,2
888,0,3,1.0,83,52000.0,10.0,10.0,3
888,4,0,1.0,83,52000.0,5.0,20.0,3
888,5,3,1.0,83,52000.0,3.0,7.0,3
888,8,3,1.0,83,52000.0,5.0,5.0,3
889,0,2,1.0,87,72000.0,10.0,10.0,11
889,2,0,1.0,87,72000.0,0.0,0.0,11
889,5,3,1.0,87,72000.0,3.0,7.0,11
889,8,3,1.0,87,72000.0,5.0,5.0,11
890,1,3,2.0,70,87000.0,10.0,10.0,7
890,4,0,2.0,70,87000.0,5.0,20.0,7
890,7,2,2.0,70,87000.0,0.0,0.0,7
891,0,3,2.0,53,104000.0,10.0,10.0,12
891,2,2,2.0,53,104000.0,0.0,0.0,12
891,8,3,2.0,53,104000.0,5.0,5.0,12
891,9,0,2.0,53,104000.0,2.0,10.0,12
892,2,0,2.0,60,32000.0,0.0,0.0,12
892,6,3,2.0,60,32000.0,2.0,10.0,12
892,7,2,2.0,60,32000.0,0.0,0.0,12
892,8,2,2.0,60,32000.0,5.0,5.0,12
893,0,4,2.0,53,87000.0,10.0,10.0,5
893,1,3,2.0,53,87000.0,10.0,10.0,5
893,2,0,2.0,53,87000.0,0.0,0.0,5
893,8,3,2.0,53,87000.0,5.0,5.0,5
894,2,0,1.0,32,45000.0,0.0,0.0,7
894,3,4,1.0,32,45000.0,5.0,5.0,7
894,8,3,1.0,32,45000.0,5.0,5.0,7
894,9,4,1.0,32,45000.0,2.0,10.0,7
895,3,3,2.0,75,72000.0,5.0,5.0,11
895,5,3,2.0,75,72000.0,3.0,7.0,11
895,6,3,2.0,75,72000.0,2.0,10.0,11
896,2,2,1.0,30,42000.0,0.0,0.0,12
896,4,4,1.0,30,42000.0,5.0,20.0,12
896,5,3,1.0,30,42000.0,3.0,7.0,12
896,9,0,1.0,30,42000.0,2.0,10.0,12
897,0,0,1.0,42,93000.0,10.0,10.0,6
897,1,3,1.0,42,93000.0,10.0,10.0,6
897,2,2,1.0,42,93000.0,0.0,0.0,6
897,4,0,1.0,42,93000.0,5.0,20.0,6
897,7,2,1.0,42,93000.0,0.0,0.0,6
898,4,0,,118,,5.0,20.0,9
898,5,2,,118,,3.0,7.0,9
898,8,2,,118,,5.0,5.0,9
898,9,0,,118,,2.0,10.0,9
899,1,3,1.0,44,55000.0,10.0,10.0,11
899,3,3,1.0,44,55000.0,5.0,5.0,11
899,6,3,1.0,44,55000.0,2.0,10.0,11
899,7,0,1.0,44,55000.0,0.0,0.0,11
899,9,3,1.0,44,55000.0,2.0,10.0,11
900,1,2,,118,,10.0,10.0,11
900,4,4,,118,,5.0,20.0,11
900,7,2,,118,,0.0,0.0,11
900,9,2,,118,,2.0,10.0,11
901,0,0,,118,,10.0,10.0,4
901,3,0,,118,,5.0,5.0,4
901,5,2,,118,,3.0,7.0,4
902,0,3,1.0,96,82000.0,10.0,10.0,4
902,2,2,1.0,96,82000.0,0.0,0.0,4
902,4,3,1.0,96,82000.0,5.0,20.0,4
902,9,3,1.0,96,82000.0,2.0,10.0,4
903,1,2,1.0,65,116000.0,10.0,10.0,9
903,5,3,1.0,65,116000.0,3.0,7.0,9
903,9,3,1.0,65,116000.0,2.0,10.0,9
904,0,2,1.0,54,33000.0,10.0,10.0,12
904,5,3,1.0,54,33000.0,3.0,7.0,12
904,6,3,1.0,54,33000.0,2.0,10.0,12
904,9,4,1.0,54,33000.0,2.0,10.0,12
905,0,3,1.0,66,54000.0,10.0,10.0,5
905,2,2,1.0,66,54000.0,0.0,0.0,5
905,3,3,1.0,66,54000.0,5.0,5.0,5
905,5,3,1.0,66,54000.0,3.0,7.0,5
905,6,3,1.0,66,54000.0,2.0,10.0,5
906,0,3,1.0,62,72000.0,10.0,10.0,12
906,2,2,1.0,62,72000.0,0.0,0.0,12
906,3,4,1.0,62,72000.0,5.0,5.0,12
906,5,3,1.0,62,72000.0,3.0,7.0,12
906,9,3,1.0,62,72000.0,2.0,10.0,12
907,1,3,2.0,40,41000.0,10.0,10.0,6
907,5,3,2.0,40,41000.0,3.0,7.0,6
907,7,2,2.0,40,41000.0,0.0,0.0,6
907,9,4,2.0,40,41000.0,2.0,10.0,6
908,1,3,2.0,33,64000.0,10.0,10.0,7
908,2,2,2.0,33,64000.0,0.0,0.0,7
908,5,3,2.0,33,64000.0,3.0,7.0,7
908,6,3,2.0,33,64000.0,2.0,10.0,7
909,3,4,2.0,76,64000.0,5.0,5.0,6
909,4,3,2.0,76,64000.0,5.0,20.0,6
909,6,3,2.0,76,64000.0,2.0,10.0,6
910,2,0,1.0,65,31000.0,0.0,0.0,3
910,3,3,1.0,65,31000.0,5.0,5.0,3
910,4,0,1.0,65,31000.0,5.0,20.0,3
910,6,3,1.0,65,31000.0,2.0,10.0,3
910,8,0,1.0,65,31000.0,5.0,5.0,3
911,2,2,1.0,45,58000.0,0.0,0.0,2
911,3,3,1.0,45,58000.0,5.0,5.0,2
911,5,3,1.0,45,58000.0,3.0,7.0,2
911,9,2,1.0,45,58000.0,2.0,10.0,2
912,0,3,2.0,64,86000.0,10.0,10.0,3
912,4,3,2.0,64,86000.0,5.0,20.0,3
912,5,3,2.0,64,86000.0,3.0,7.0,3
912,7,2,2.0,64,86000.0,0.0,0.0,3
912,8,3,2.0,64,86000.0,5.0,5.0,3
913,2,0,1.0,75,36000.0,0.0,0.0,2
913,3,2,1.0,75,36000.0,5.0,5.0,2
913,6,2,1.0,75,36000.0,2.0,10.0,2
913,7,2,1.0,75,36000.0,0.0,0.0,2
914,0,4,2.0,75,99000.0,10.0,10.0,2
914,1,2,2.0,75,99000.0,10.0,10.0,2
914,2,0,2.0,75,99000.0,0.0,0.0,2
915,3,4,2.0,58,81000.0,5.0,5.0,10
915,5,3,2.0,58,81000.0,3.0,7.0,10
915,7,2,2.0,58,81000.0,0.0,0.0,10
915,9,3,2.0,58,81000.0,2.0,10.0,10
916,1,2,1.0,19,46000.0,10.0,10.0,9
916,2,0,1.0,19,46000.0,0.0,0.0,9
916,7,2,1.0,19,46000.0,0.0,0.0,9
916,9,2,1.0,19,46000.0,2.0,10.0,9
917,0,2,,118,,10.0,10.0,6
917,2,0,,118,,0.0,0.0,6
917,8,2,,118,,5.0,5.0,6
917,9,2,,118,,2.0,10.0,6
918,3,3,2.0,69,67000.0,5.0,5.0,12
918,9,3,2.0,69,67000.0,2.0,10.0,12
919,0,4,1.0,58,93000.0,10.0,10.0,1
919,2,0,1.0,58,93000.0,0.0,0.0,1
919,2,0,1.0,58,93000.0,0.0,0.0,1
920,0,2,1.0,48,52000.0,10.0,10.0,2
920,4,0,1.0,48,52000.0,5.0,20.0,2
920,7,2,1.0,48,52000.0,0.0,0.0,2
921,1,3,2.0,35,58000.0,10.0,10.0,2
921,3,3,2.0,35,58000.0,5.0,5.0,2
921,4,4,2.0,35,58000.0,5.0,20.0,2
921,5,3,2.0,35,58000.0,3.0,7.0,2
921,8,3,2.0,35,58000.0,5.0,5.0,2
922,4,0,1.0,69,68000.0,5.0,20.0,6
922,6,3,1.0,69,68000.0,2.0,10.0,6
922,8,2,1.0,69,68000.0,5.0,5.0,6
923,5,3,2.0,24,75000.0,3.0,7.0,4
923,8,3,2.0,24,75000.0,5.0,5.0,4
924,1,2,,118,,10.0,10.0,6
924,2,0,,118,,0.0,0.0,6
924,3,4,,118,,5.0,5.0,6
924,4,0,,118,,5.0,20.0,6
925,3,2,1.0,61,82000.0,5.0,5.0,9
925,4,0,1.0,61,82000.0,5.0,20.0,9
926,2,2,1.0,60,64000.0,0.0,0.0,7
926,4,3,1.0,60,64000.0,5.0,20.0,7
926,5,2,1.0,60,64000.0,3.0,7.0,7
926,6,2,1.0,60,64000.0,2.0,10.0,7
926,7,2,1.0,60,64000.0,0.0,0.0,7
926,9,2,1.0,60,64000.0,2.0,10.0,7
927,1,3,2.0,55,89000.0,10.0,10.0,10
927,4,4,2.0,55,89000.0,5.0,20.0,10
927,5,3,2.0,55,89000.0,3.0,7.0,10
927,7,2,2.0,55,89000.0,0.0,0.0,10
927,8,3,2.0,55,89000.0,5.0,5.0,10
928,0,3,1.0,84,53000.0,10.0,10.0,3
928,2,2,1.0,84,53000.0,0.0,0.0,3
928,3,3,1.0,84,53000.0,5.0,5.0,3
928,4,3,1.0,84,53000.0,5.0,20.0,3
928,5,3,1.0,84,53000.0,3.0,7.0,3
929,0,3,2.0,79,102000.0,10.0,10.0,1
929,3,3,2.0,79,102000.0,5.0,5.0,1
929,5,3,2.0,79,102000.0,3.0,7.0,1
929,7,2,2.0,79,102000.0,0.0,0.0,1
929,9,2,2.0,79,102000.0,2.0,10.0,1
930,1,3,1.0,66,96000.0,10.0,10.0,12
930,4,3,1.0,66,96000.0,5.0,20.0,12
930,6,3,1.0,66,96000.0,2.0,10.0,12
931,1,3,2.0,67,61000.0,10.0,10.0,12
931,3,3,2.0,67,61000.0,5.0,5.0,12
931,4,4,2.0,67,61000.0,5.0,20.0,12
931,8,3,2.0,67,61000.0,5.0,5.0,12
932,2,0,1.0,64,118000.0,0.0,0.0,2
932,3,0,1.0,64,118000.0,5.0,5.0,2
932,5,3,1.0,64,118000.0,3.0,7.0,2
933,0,3,2.0,54,72000.0,10.0,10.0,6
933,3,3,2.0,54,72000.0,5.0,5.0,6
933,8,3,2.0,54,72000.0,5.0,5.0,6
934,2,0,2.0,81,111000.0,0.0,0.0,11
934,3,0,2.0,81,111000.0,5.0,5.0,11
934,6,3,2.0,81,111000.0,2.0,10.0,11
934,6,0,2.0,81,111000.0,2.0,10.0,11
935,0,2,1.0,64,56000.0,10.0,10.0,12
935,1,2,1.0,64,56000.0,10.0,10.0,12
935,2,0,1.0,64,56000.0,0.0,0.0,12
935,4,0,1.0,64,56000.0,5.0,20.0,12
935,5,3,1.0,64,56000.0,3.0,7.0,12
936,3,2,1.0,70,52000.0,5.0,5.0,3
936,4,4,1.0,70,52000.0,5.0,20.0,3
936,6,3,1.0,70,52000.0,2.0,10.0,3
936,7,0,1.0,70,52000.0,0.0,0.0,3
936,9,2,1.0,70,52000.0,2.0,10.0,3
937,1,3,2.0,52,60000.0,10.0,10.0,12
937,2,0,2.0,52,60000.0,0.0,0.0,12
937,9,3,2.0,52,60000.0,2.0,10.0,12
938,1,2,,118,,10.0,10.0,2
938,2,2,,118,,0.0,0.0,2
938,3,3,,118,,5.0,5.0,2
938,6,2,,118,,2.0,10.0,2
939,1,2,1.0,49,62000.0,10.0,10.0,4
939,3,4,1.0,49,62000.0,5.0,5.0,4
940,4,0,1.0,30,55000.0,5.0,20.0,6
940,5,3,1.0,30,55000.0,3.0,7.0,6
940,6,2,1.0,30,55000.0,2.0,10.0,6
940,8,3,1.0,30,55000.0,5.0,5.0,6
941,0,2,1.0,59,32000.0,10.0,10.0,10
941,2,0,1.0,59,32000.0,0.0,0.0,10
941,3,3,1.0,59,32000.0,5.0,5.0,10
941,8,2,1.0,59,32000.0,5.0,5.0,10
942,0,2,2.0,19,61000.0,10.0,10.0,10
942,1,2,2.0,19,61000.0,10.0,10.0,10
942,2,0,2.0,19,61000.0,0.0,0.0,10
942,8,3,2.0,19,61000.0,5.0,5.0,10
942,9,3,2.0,19,61000.0,2.0,10.0,10
943,2,0,1.0,30,41000.0,0.0,0.0,10
943,6,0,1.0,30,41000.0,2.0,10.0,10
943,7,2,1.0,30,41000.0,0.0,0.0,10
943,8,3,1.0,30,41000.0,5.0,5.0,10
944,0,2,1.0,76,43000.0,10.0,10.0,5
944,2,2,1.0,76,43000.0,0.0,0.0,5
944,6,2,1.0,76,43000.0,2.0,10.0,5
944,8,3,1.0,76,43000.0,5.0,5.0,5
944,9,3,1.0,76,43000.0,2.0,10.0,5
945,0,2,1.0,34,39000.0,10.0,10.0,4
945,2,0,1.0,34,39000.0,0.0,0.0,4
945,3,0,1.0,34,39000.0,5.0,5.0,4
945,5,2,1.0,34,39000.0,3.0,7.0,4
945,6,2,1.0,34,39000.0,2.0,10.0,4
946,5,3,1.0,74,75000.0,3.0,7.0,10
946,6,3,1.0,74,75000.0,2.0,10.0,10
946,7,2,1.0,74,75000.0,0.0,0.0,10
947,0,3,2.0,53,40000.0,10.0,10.0,8
947,3,3,2.0,53,40000.0,5.0,5.0,8
947,5,4,2.0,53,40000.0,3.0,7.0,8
947,8,3,2.0,53,40000.0,5.0,5.0,8
948,1,2,1.0,64,53000.0,10.0,10.0,3
948,3,4,1.0,64,53000.0,5.0,5.0,3
948,5,3,1.0,64,53000.0,3.0,7.0,3
948,7,2,1.0,64,53000.0,0.0,0.0,3
948,8,3,1.0,64,53000.0,5.0,5.0,3
949,1,3,,118,,10.0,10.0,9
949,2,2,,118,,0.0,0.0,9
949,6,3,,118,,2.0,10.0,9
949,9,4,,118,,2.0,10.0,9
950,2,0,1.0,22,66000.0,0.0,0.0,1
950,6,3,1.0,22,66000.0,2.0,10.0,1
950,8,3,1.0,22,66000.0,5.0,5.0,1
951,0,3,1.0,70,70000.0,10.0,10.0,8
951,4,3,1.0,70,70000.0,5.0,20.0,8
951,5,3,1.0,70,70000.0,3.0,7.0,8
952,1,2,1.0,52,83000.0,10.0,10.0,4
952,2,0,1.0,52,83000.0,0.0,0.0,4
952,4,0,1.0,52,83000.0,5.0,20.0,4
952,5,3,1.0,52,83000.0,3.0,7.0,4
952,8,3,1.0,52,83000.0,5.0,5.0,4
953,0,2,1.0,65,52000.0,10.0,10.0,12
953,4,4,1.0,65,52000.0,5.0,20.0,12
953,5,3,1.0,65,52000.0,3.0,7.0,12
954,0,2,1.0,24,40000.0,10.0,10.0,1
954,1,2,1.0,24,40000.0,10.0,10.0,1
954,6,3,1.0,24,40000.0,2.0,10.0,1
954,7,2,1.0,24,40000.0,0.0,0.0,1
955,2,0,1.0,65,42000.0,0.0,0.0,3
955,4,0,1.0,65,42000.0,5.0,20.0,3
955,5,2,1.0,65,42000.0,3.0,7.0,3
955,7,2,1.0,65,42000.0,0.0,0.0,3
956,1,2,,118,,10.0,10.0,3
956,5,2,,118,,3.0,7.0,3
956,6,2,,118,,2.0,10.0,3
956,8,2,,118,,5.0,5.0,3
